locus	description	name
PA14_65200	exoribonuclease RNase R	rnr
PA14_65230	adenylosuccinate synthetase	purA
PA14_65250	ATP phosphoribosyltransferase	hisZ
PA14_65260	hypothetical protein	PA14_65260
PA14_65270	protease subunit HflC	hflC
PA14_65280	protease subunit HflK	hflK
PA14_65300	GTP-binding protein	hflX
PA14_65310	RNA-binding protein Hfq	hfq
PA14_65320	tRNA delta(2)-isopentenylpyrophosphate transferase	miaA
PA14_65350	DNA mismatch repair protein	mutL
PA14_65370	N-acetylmuramoyl-L-alanine amidase	amiB
PA14_65380	hypothetical protein	PA14_65380
PA14_65390	hypothetical protein	PA14_65390
PA14_65400	iron-sulfur cluster-binding protein	PA14_65400
PA14_65410	oligoribonuclease	orn
PA14_65420	ribosome-associated GTPase	PA14_65420
PA14_65430	flagellar motor protein MotB	motB
PA14_65450	flagellar motor protein MotA	motA
PA14_65470	hypothetical protein	PA14_65470
PA14_65480	thiosulfate sulfurtransferase	rhdA
PA14_65500	phosphatidylserine decarboxylase	psd
PA14_65520	hypothetical protein	PA14_65520
PA14_65540	hypothetical protein	PA14_65540
PA14_65560	phosphoserine phosphatase	serB
PA14_65570	hypothetical protein	PA14_65570
PA14_65580	membrane-bound metal-dependent hydrolase	PA14_65580
PA14_65590	hypothetical protein	PA14_65590
PA14_65605	DNA topoisomerase IV subunit A	parC
PA14_65630	hypothetical protein	PA14_65630
PA14_65640	hypothetical protein	PA14_65640
PA14_65660	DNA topoisomerase IV subunit B	parE
PA14_65670	hypothetical protein	PA14_65670
PA14_65690	hypothetical protein	PA14_65690
PA14_65700	hypothetical protein	PA14_65700
PA14_65710	adenosine diphosphate sugar pyrophosphatase	aspP
PA14_65720	lipoprotein	PA14_65720
PA14_65740	thiamine biosynthesis protein ThiC	thiC
PA14_65750	outer membrane efflux protein	PA14_65750
PA14_65760	NAD(P)H quinone oxidoreductase	PA14_65760
PA14_65770	aspartate transaminase	aspC
PA14_65795	hypothetical protein	PA14_65795
PA14_65810	hypothetical protein	PA14_65810
PA14_65820	acyl-CoA dehydrogenase	PA14_65820
PA14_65840	enoyl-CoA hydratase/isomerase	PA14_65840
PA14_65850	amino acid ABC transporter permease	PA14_65850
PA14_65860	two-component sensor	PA14_65860
PA14_65870	hypothetical protein	PA14_65870
PA14_65880	two-component response regulator	PA14_65880
PA14_65900	TetR family transcriptional regulator	PA14_65900
PA14_65920	hypothetical protein	PA14_65920
PA14_65940	oxidoreductase	PA14_65940
PA14_65950	transcriptional regulator	PA14_65950
PA14_65960	3-deoxy-D-manno-octulosonic-acid transferase	waaA
PA14_65970	transcriptional regulator	PA14_65970
PA14_65990	SMR multidrug efflux transporter	qacH
PA14_66000	hypothetical protein	PA14_66000
PA14_66010	hypothetical protein	PA14_66010
PA14_66020	hypothetical protein	PA14_66020
PA14_66040	acyl-CoA dehydrogenase	PA14_66040
PA14_66050	acyl-CoA dehydrogenase	PA14_66050
PA14_66060	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	rfaE
PA14_66080	transport protein MsbA	msbA
PA14_66090	hypothetical protein	PA14_66090
PA14_66100	hypothetical protein	PA14_66100
PA14_66110	glycosyl transferase family protein	PA14_66110
PA14_66120	hypothetical protein	PA14_66120
PA14_66140	de-N-acetylase involved in persistence, DnpA	dnpA
PA14_66150	hypothetical protein	PA14_66150
PA14_66160	glycosyl transferase family protein	PA14_66160
PA14_66170	carbamoyl transferase	PA14_66170
PA14_66190	hypothetical protein	PA14_66190
PA14_66200	hypothetical protein	PA14_66200
PA14_66210	hypothetical protein	PA14_66210
PA14_66220	lipopolysaccharide kinase WaaP	waaP
PA14_66230	UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG	waaG
PA14_66240	lipopolysaccharide heptosyltransferase I	waaC
PA14_66250	heptosyltransferase II	waaF
PA14_66260	branched-chain amino acid aminotransferase	ilvE
PA14_66270	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	glnE
PA14_66290	pyruvate dehydrogenase subunit E1	aceE
PA14_66310	dihydrolipoamide acetyltransferase	aceF
PA14_66320	hypothetical protein	PA14_66320
PA14_66330	peptide methionine sulfoxide reductase	msrA
PA14_66340	hypothetical protein	PA14_66340
PA14_66350	acyl-CoA dehydrogenase	PA14_66350
PA14_66380	potassium/proton antiporter	PA14_66380
PA14_66400	potassium efflux protein KefA	PA14_66400
PA14_66410	hypothetical protein	PA14_66410
PA14_66420	hypothetical protein	PA14_66420
PA14_66440	O-acetylhomoserine aminocarboxypropyltransferase	metY
PA14_66450	hypothetical protein	PA14_66450
PA14_66460	hypothetical protein	PA14_66460
PA14_66480	hypothetical protein	PA14_66480
PA14_66490	LysR family transcriptional regulator	PA14_66490
PA14_66510	MFS transporter	PA14_66510
PA14_66520	short chain dehydrogenase	PA14_66520
PA14_66530	transcriptional regulator	PA14_66530
PA14_66540	hypothetical protein	PA14_66540
PA14_66550	uroporphyrinogen decarboxylase	hemE
PA14_66560	glutamate synthase subunit beta	gltD
PA14_66570	glutamate synthase subunit alpha	gltB
PA14_66580	hypothetical protein	PA14_66580
PA14_66600	3-dehydroquinate synthase	aroB
PA14_66610	shikimate kinase	aroK
PA14_66620	type 4 fimbrial biogenesis outer membrane protein PilQ precursor	pilQ
PA14_66630	type 4 fimbrial biogenesis protein PilP	pilP
PA14_66640	type 4 fimbrial biogenesis protein PilO	pilO
PA14_66650	type 4 fimbrial biogenesis protein PilN	pilN
PA14_66660	type 4 fimbrial biogenesis protein PilM	pilM
PA14_66670	penicillin-binding protein 1A	ponA
PA14_66680	malic enzyme	maeB
PA14_66690	protease	PA14_66690
PA14_66700	nuclease	PA14_66700
PA14_66710	50S ribosomal protein L31	rpmE
PA14_66720	primosome assembly protein PriA	priA
PA14_66750	arginyl-tRNA synthetase	argS
PA14_66760	hypothetical protein	PA14_66760
PA14_66770	ATP-dependent protease peptidase subunit	hslV
PA14_66790	ATP-dependent protease ATP-binding subunit HslU	hslU
PA14_66800	hypothetical protein	PA14_66800
PA14_66820	poly(3-hydroxyalkanoic acid) synthase 1	phaC1
PA14_66830	poly(3-hydroxyalkanoic acid) depolymerase	phaD
PA14_66840	poly(3-hydroxyalkanoic acid) synthase 2	phaC2
PA14_66850	TetR family transcriptional regulator	PA14_66850
PA14_66875	polyhydroxyalkanoate synthesis protein PhaF	phaF
PA14_66880	hypothetical protein	PA14_66880
PA14_66890	hypothetical protein	PA14_66890
PA14_66900	ubiquinone/menaquinone biosynthesis methyltransferase	ubiE
PA14_66910	hypothetical protein	PA14_66910
PA14_66920	ubiquinone biosynthesis protein UbiB	ubiB
PA14_66940	phosphoribosyl-AMP cyclohydrolase	hisI
PA14_66950	phosphoribosyl-ATP pyrophosphatase	hisE
PA14_66960	twin arginine translocase A	tatA
PA14_66970	sec-independent translocase	tatB
PA14_66980	sec-independent protein translocase TatC	tatC
PA14_66990	16S ribosomal RNA methyltransferase RsmE	PA14_66990
PA14_67010	chemotaxis transducer	PA14_67010
PA14_67020	hypothetical protein	PA14_67020
PA14_67030	ABC transporter ATP-binding protein	PA14_67030
PA14_67040	ABC transporter permease	PA14_67040
PA14_67050	ABC transporter substrate-binding protein	PA14_67050
PA14_67065	glucosyltransferase MdoH	mdoH
PA14_67090	glucan biosynthesis protein G	mdoG
PA14_67100	D-tyrosyl-tRNA(Tyr) deacylase	PA14_67100
PA14_67110	prolyl aminopeptidase	PA14_67110
PA14_67120	hypothetical protein	PA14_67120
PA14_67130	ABC transporter substrate-binding protein	PA14_67130
PA14_67140	hypothetical protein	PA14_67140
PA14_67150	oxidoreductase	PA14_67150
PA14_67170	LysR family transcriptional regulator	PA14_67170
PA14_67180	hypothetical protein	PA14_67180
PA14_67190	hypothetical protein	PA14_67190
PA14_67200	hypothetical protein	PA14_67200
PA14_67210	hypothetical protein	PA14_67210
PA14_67220	hypothetical protein	PA14_67220
PA14_67230	hypothetical protein	PA14_67230
PA14_67240	N-formylglutamate amidohydrolase	hutG
PA14_67250	imidazolonepropionase	hutI
PA14_67260	histidine/phenylalanine ammonia-lyase	PA14_67260
PA14_67270	ABC transporter ATP-binding protein	PA14_67270
PA14_67280	ABC transporter permease	PA14_67280
PA14_67300	ABC transporter substrate-binding protein	PA14_67300
PA14_67310	amino acid permease	PA14_67310
PA14_67320	histidine ammonia-lyase	hutH
PA14_67340	cytosine/purines uracil thiamine allantoin permease	PA14_67340
PA14_67350	urocanate hydratase	hutU
PA14_67370	hypothetical protein	PA14_67370
PA14_67380	fatty acid desaturase	PA14_67380
PA14_67400	ABC transporter substrate-binding protein	PA14_67400
PA14_67410	hypothetical protein	PA14_67410
PA14_67420	histidine utilization genes repressor protein	hutC
PA14_67440	N-formimino-L-glutamate deiminase	PA14_67440
PA14_67450	outer membrane lipoprotein Blc	blc
PA14_67460	lipoprotein	PA14_67460
PA14_67470	hypothetical protein	PA14_67470
PA14_67490	fructose-1,6-bisphosphatase	fbp
PA14_67500	lactoylglutathione lyase	gloA3
PA14_67510	esterase EstA	estA
PA14_67520	hypothetical protein	PA14_67520
PA14_67530	hypothetical protein	PA14_67530
PA14_67540	hypothetical protein	PA14_67540
PA14_67550	transcriptional regulator	PA14_67550
PA14_67560	TypA	typA
PA14_67580	thiamine biosynthesis protein ThiI	thiI
PA14_67600	glutamine synthetase	glnA
PA14_67620	hypothetical protein	PA14_67620
PA14_67630	hypothetical protein	PA14_67630
PA14_67640	hypothetical protein	PA14_67640
PA14_67650	hypothetical protein	PA14_67650
PA14_67670	two-component sensor NtrB	ntrB
PA14_67680	two-component response regulator NtrC	ntrC
PA14_67700	hypothetical protein	PA14_67700
PA14_67710	rRNA methylase	PA14_67710
PA14_67720	preprotein translocase subunit SecB	secB
PA14_67740	glutaredoxin	grx
PA14_67750	rhodanese-like domain-containing protein	PA14_67750
PA14_67770	phosphoglyceromutase	pgm
PA14_67780	hypothetical protein	PA14_67780
PA14_67790	membrane-bound metallopeptidase	PA14_67790
PA14_67810	carboxyl-terminal protease	PA14_67810
PA14_67820	hypothetical protein	PA14_67820
PA14_67830	hypothetical protein	PA14_67830
PA14_67840	ABC-type amino acid transporter	PA14_67840
PA14_67850	ABC-type amino acid transport protein, periplasmic component	PA14_67850
PA14_67860	ABC-type amino acid transporter	PA14_67860
PA14_67880	imidazole glycerol phosphate synthase subunit HisF	hisF1
PA14_67890	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	hisA
PA14_67900	hypothetical protein	PA14_67900
PA14_67920	imidazole glycerol phosphate synthase subunit HisH	hisH
PA14_67930	imidazoleglycerol-phosphate dehydratase	hisB
PA14_67940	hypothetical protein	PA14_67940
PA14_67960	hypothetical protein	PA14_67960
PA14_67970	hypothetical protein	PA14_67970
PA14_67975	hypothetical protein	PA14_67975
PA14_67990	A/G-specific adenine glycosylase	mutY
PA14_68000	hypothetical protein	PA14_68000
PA14_68040	short-chain dehydrogenase	PA14_68040
PA14_68050	hypothetical protein	PA14_68050
PA14_68060	ABC transporter ATP-binding protein	PA14_68060
PA14_68070	periplasmic binding protein	PA14_68070
PA14_68080	ABC transporter permease	PA14_68080
PA14_68090	ABC transporter permease	PA14_68090
PA14_68100	hypothetical protein	PA14_68100
PA14_68110	transcriptional regulator	PA14_68110
PA14_68120	outer membrane protein	PA14_68120
PA14_68130	multidrug resistance protein	PA14_68130
PA14_68140	drug efflux transporter	PA14_68140
PA14_68170	dTDP-D-glucose 4,6-dehydratase	rmlB
PA14_68190	dTDP-4-dehydrorhamnose reductase	rmlD
PA14_68200	glucose-1-phosphate thymidylyltransferase	rmlA
PA14_68210	dTDP-4-dehydrorhamnose 3,5-epimerase	rmlC
PA14_68230	two-component sensor	PA14_68230
PA14_68250	two-component response regulator	PA14_68250
PA14_68260	c4-dicarboxylate-binding protein	PA14_68260
PA14_68280	dicarboxylate transporter	PA14_68280
PA14_68290	C4-dicarboxylate transporter	PA14_68290
PA14_68300	arginine/ornithine antiporter	arcD
PA14_68330	arginine deiminase	arcA
PA14_68340	ornithine carbamoyltransferase	arcB
PA14_68350	carbamate kinase	arcC
PA14_68360	beta-ketoacyl synthase	PA14_68360
PA14_68370	3'(2'),5'-bisphosphate nucleotidase	cysQ
PA14_68380	ADP-ribose diphosphatase NudE	nudE
PA14_68390	hydrolase	PA14_68390
PA14_68400	LysM domain/BON superfamily protein	PA14_68400
PA14_68420	LysR family transcriptional regulator	PA14_68420
PA14_68430	formate dehydrogenase accessory protein FdhD	PA14_68430
PA14_68440	oxidoreductase	PA14_68440
PA14_68450	hypothetical protein	PA14_68450
PA14_68460	hypothetical protein	PA14_68460
PA14_68470	hypothetical protein	PA14_68470
PA14_68480	chorismate mutase	PA14_68480
PA14_68490	hypothetical protein	PA14_68490
PA14_68500	iron-containing alcohol dehydrogenase	PA14_68500
PA14_68510	acyl-CoA dehydrogenase	PA14_68510
PA14_68530	3-hydroxyacyl-CoA dehydrogenase	PA14_68530
PA14_68550	LysR family transcriptional regulator	PA14_68550
PA14_68560	nitroreductase	PA14_68560
PA14_68570	hypothetical protein	PA14_68570
PA14_68580	phosphoenolpyruvate carboxykinase	pckA
PA14_68610	Hsp33-like chaperonin	hslO
PA14_68620	hypothetical protein	PA14_68620
PA14_68630	heat shock protein	PA14_68630
PA14_68640	hypothetical protein	PA14_68640
PA14_68660	ribosomal protein S6 modification protein	rimK
PA14_68670	carboxypeptidase	PA14_68670
PA14_68680	two-component sensor EnvZ	envZ
PA14_68700	osmolarity response regulator	ompR
PA14_68710	hypothetical protein	PA14_68710
PA14_68720	hypothetical protein	PA14_68720
PA14_68730	glutamate--cysteine ligase	gshA
PA14_68740	N-acetylglutamate synthase	argA
PA14_68750	multiple drug resistance protein MarC	PA14_68750
PA14_68770	acetylornithine deacetylase	argE
PA14_68780	phosphate transporter	PA14_68780
PA14_68800	hypothetical protein	PA14_68800
PA14_68810	hypothetical protein	PA14_68810
PA14_68820	secretion pathway ATPase	PA14_68820
PA14_68830	hypothetical protein	PA14_68830
PA14_68840	hypothetical protein	PA14_68840
PA14_68850	glycine dehydrogenase	gcvP1
PA14_68860	glycine cleavage system protein H	gcvH1
PA14_68870	glycine cleavage system aminomethyltransferase T	gcvT
PA14_68890	iron ABC transporter, permease	PA14_68890
PA14_68900	iron ABC transporter substrate-binding protein	PA14_68900
PA14_68920	LysR family transcriptional regulator	PA14_68920
PA14_68930	permease	PA14_68930
PA14_68940	hypothetical protein	PA14_68940
PA14_68955	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	PA14_68955
PA14_68970	hypothetical protein	PA14_68970
PA14_68980	2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH
PA14_69000	aminopeptidase	pepP
PA14_69010	hypothetical protein	PA14_69010
PA14_69020	hypothetical protein	PA14_69020
PA14_69030	hypothetical protein	PA14_69030
PA14_69040	5-formyltetrahydrofolate cyclo-ligase	PA14_69040
PA14_69050	hypothetical protein	PA14_69050
PA14_69060	ABC transporter permease	PA14_69060
PA14_69070	ABC transporter ATP-binding protein/permease	PA14_69070
PA14_69090	hypothetical protein	PA14_69090
PA14_69100	flagellar basal body-associated protein FliL-like protein	PA14_69100
PA14_69110	oxidoreductase	PA14_69110
PA14_69130	sn-glycerol-3-phosphate transporter	glpT
PA14_69140	CDP-6-deoxy-delta-3,4-glucoseen reductase	PA14_69140
PA14_69150	hypothetical protein	PA14_69150
PA14_69170	O-antigen acetylase	PA14_69170
PA14_69190	transcription termination factor Rho	rho
PA14_69200	thioredoxin	trxA
PA14_69220	exopolyphosphatase	ppx
PA14_69230	polyphosphate kinase	ppk
PA14_69240	delta-aminolevulinic acid dehydratase	hemB
PA14_69250	hypothetical protein	PA14_69250
PA14_69260	isoprenoid biosynthesis protein with amidotransferase-like domain	PA14_69260
PA14_69270	hypothetical protein	PA14_69270
PA14_69280	hypothetical protein	PA14_69280
PA14_69300	hypothetical protein	PA14_69300
PA14_69310	LysE family efflux protein	PA14_69310
PA14_69320	integral membrane transport protein	PA14_69320
PA14_69330	hypothetical protein	PA14_69330
PA14_69340	ABC transporter ATP-binding protein	PA14_69340
PA14_69350	hypothetical protein	PA14_69350
PA14_69370	alginate regulatory protein AlgP	algP
PA14_69380	peptidyl-prolyl cis-trans isomerase, FkbP-type	PA14_69380
PA14_69390	anti-RNA polymerase sigma 70 factor	algQ
PA14_69400	DsbB2	dsbB2
PA14_69420	enzyme of heme biosynthesis	PA14_69420
PA14_69430	hypothetical protein	PA14_69430
PA14_69440	uroporphyrinogen-III synthase	hemD
PA14_69450	porphobilinogen deaminase	hemC
PA14_69470	alginate biosynthesis regulatory protein AlgR	algR
PA14_69480	alginate biosynthesis protein AlgZ/FimS	algZ
PA14_69500	argininosuccinate lyase	argH
PA14_69510	hypothetical protein	PA14_69510
PA14_69520	hypothetical protein	PA14_69520
PA14_69540	hypothetical protein	PA14_69540
PA14_69550	hypothetical protein	PA14_69550
PA14_69560	secreted protein Hcp	hcpB
PA14_69570	magnesium/cobalt transport protein	corA
PA14_69580	hypothetical protein	PA14_69580
PA14_69590	ABC-type amino acid transporter	PA14_69590
PA14_69600	hypothetical protein	PA14_69600
PA14_69610	adenylate cyclase	cyaA
PA14_69620	hypothetical protein	PA14_69620
PA14_69630	nucleoside diphosphate kinase regulator	rnk
PA14_69640	frataxin-like protein	cyaY
PA14_69660	lipopeptide LppL	lppL
PA14_69670	diaminopimelate decarboxylase	lysA
PA14_69690	diaminopimelate epimerase	dapF
PA14_69700	hypothetical protein	PA14_69700
PA14_69710	site-specific tyrosine recombinase XerC	xerC
PA14_69720	hydrolase	PA14_69720
PA14_69740	MFS transporter	PA14_69740
PA14_69750	transcriptional regulator	PA14_69750
PA14_69760	fimbrial protein	PA14_69760
PA14_69770	SutA	sutA
PA14_69780	hypothetical protein	PA14_69780
PA14_69795	ammonium transporter	amtB
PA14_69810	nitrogen regulatory protein P-II 2	glnK
PA14_69820	hypothetical protein	PA14_69820
PA14_69840	magnesium chelatase	PA14_69840
PA14_69850	choline transporter	PA14_69850
PA14_69870	phosphorylcholine phosphatase	pchP
PA14_69880	LysR family transcriptional regulator	PA14_69880
PA14_69890	multidrug efflux protein NorA	PA14_69890
PA14_69900	hypothetical protein	PA14_69900
PA14_69910	ATP-dependent DNA helicase Rep	rep
PA14_69925	pyruvate dehydrogenase (cytochrome)	poxB
PA14_69940	xanthine phosphoribosyltransferase	xpt
PA14_69950	hypothetical protein	PA14_69950
PA14_69970	cytochrome c5	cycB
PA14_69980	transcriptional regulator	PA14_69980
PA14_69990	alanine racemase	dadX
PA14_70010	hypothetical protein	PA14_70010
PA14_70040	D-amino acid dehydrogenase small subunit	dadA
PA14_70050	hypothetical protein	PA14_70050
PA14_70060	lipoprotein	PA14_70060
PA14_70070	hypothetical protein	PA14_70070
PA14_70080	leucine-responsive regulatory protein	lrp
PA14_70100	oxidoreductase	PA14_70100
PA14_70110	cardiolipin synthase	PA14_70110
PA14_70120	MFS transporter	PA14_70120
PA14_70140	aldehyde dehydrogenase	PA14_70140
PA14_70160	omega amino acid--pyruvate transaminase	PA14_70160
